JudgeID,JudgeName,Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
,CHRIS THEIS,California Round Robin,HS,2025-02-13,LD RR,4 R4,Los Altos AK,Head-Royce AJ,Neg,
,CHRIS THEIS,California Round Robin,HS,2025-02-13,LD RR,4 R4,Archbishop Mitty AP,Isidore Newman AB,Neg,
,CHRIS THEIS,California Round Robin,HS,2025-02-13,LD RR,3 R3,Newark Science AL,Peninsula AL,Aff,Aff 2-0
,CHRIS THEIS,California Round Robin,HS,2025-02-13,LD RR,2 R2,Harvard-Westlake KM,Flower Mound AM,Aff,Aff 2-0
,CHRIS THEIS,California Round Robin,HS,2025-02-13,LD RR,1 R1,Head-Royce AJ,Newark Science AL,Neg,Neg 2-0
,CHRIS THEIS,California Round Robin,HS,2025-02-13,LD RR,1 R1,Flower Mound AM,Archbishop Mitty AP,Aff,
,CHRIS THEIS,Barkley Forum for High Schools,HS,2025-01-24,LD,11 MD,Greenhill SK,Westlake MR,Aff,Aff 2-1
,CHRIS THEIS,Barkley Forum for High Schools,HS,2025-01-24,LD,9 RKR,Isidore Newman AB,Lynbrook VV,Neg,Neg 3-0
,CHRIS THEIS,Barkley Forum for High Schools,HS,2025-01-24,LD,8 WAU,Lynbrook BZ,Westlake MR,Neg,Neg 3-0
,CHRIS THEIS,Barkley Forum for High Schools,HS,2025-01-24,LD,7 Triple,Vestavia Hills MH,Isidore Newman AB,Aff,Neg 2-1
,CHRIS THEIS,Barkley Forum for High Schools,HS,2025-01-24,LD,6 R6,Peninsula AY,Harker NB,Aff,
,CHRIS THEIS,Barkley Forum for High Schools,HS,2025-01-24,LD,5 R5,Brophy TJ,ADL VK,Aff,
,CHRIS THEIS,Harvard Westlake Debates,HS,2025-01-16,RR,7 R7,Harker SY,Peninsula SU,Aff,
,CHRIS THEIS,Harvard Westlake Debates,HS,2025-01-16,RR,6 R6,Immaculate Heart ES,Harker SS,Neg,Neg 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2025-01-16,RR,4 R4,Lynbrook BZ,Harvard-Westlake JT,Aff,Aff 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2025-01-16,RR,3 R3,Harker SY,Loyola RV,Aff,Aff 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2025-01-16,RR,2 R2,Harvard-Westlake AS,Harker SY,Aff,Aff 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2025-01-16,RR,1 R1,Immaculate Heart NH,Harvard-Westlake AS,Aff,
,CHRIS THEIS,Heart of Texas Invitational,HS,2024-10-25,VLD,7 Double,Harker SS,Northland Christian AH,Aff,Aff 3-0
,CHRIS THEIS,Heart of Texas Invitational,HS,2024-10-25,VLD,6 R6,Harker SD,Village SZ,Neg,
,CHRIS THEIS,Heart of Texas Invitational,HS,2024-10-25,VLD,6 R6,Harker RA,Barrington AC,Aff,
,CHRIS THEIS,Heart of Texas Invitational,HS,2024-10-25,VLD,5 R5,Vestavia Hills MH,Harker SSe,Neg,
,CHRIS THEIS,Heart of Texas Invitational,HS,2024-10-25,VLD,5 R5,Lawrenceville MM,Memorial EJ,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,9 Quarte,Lynbrook OM,Peninsula AL,Aff,Aff 3-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,8 Octafi,Peninsula SU,Memorial DX,Aff,Neg 2-1
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD RR,7 R7,Garland LA,Carnegie Vanguard LH,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,7 Double,Lynbrook BZ,Los Altos AK,Neg,Neg 3-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,7 Double,Isidore Newman AB,Lynbrook OM,Neg,Neg 3-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD RR,6 R6,Newark Science AL,Isidore Newman AB,Neg,Neg 2-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,4 R4,Harvard-Westlake JW,Barrington AC,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,4 R4,Peninsula AY,Winston Churchill PH,Aff,
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,3 R3,Westwood SM,Lynbrook NM,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD,3 R3,Immaculate Heart NH,Isidore Newman AB,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD RR,2 R2,Harvard-Westlake WL,Harrison RP,Aff,Aff 2-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2024-09-19,LD RR,1 R1,Greenhill AK,L C Anderson NW,Aff,
,CHRIS THEIS,52nd Annual Tournament of Champions,HS,2024-04-20,LD,10 Semis,Los Altos AK,Strake Jesuit JW,Neg,Neg 3-0
,CHRIS THEIS,52nd Annual Tournament of Champions,HS,2024-04-20,LD,7 Dbls,Horace Greeley SG,Monta Vista EY,Neg,Neg 2-1
,CHRIS THEIS,52nd Annual Tournament of Champions,HS,2024-04-20,LD,6 R6,Isidore Newman AB,Immaculate Heart AW,Neg,
,CHRIS THEIS,52nd Annual Tournament of Champions,HS,2024-04-20,LD,3 R3,Monta Vista KR,Peninsula AB,Neg,
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2024-04-13,LD,7 Dbls,Monta Vista KR,Interlake JP,Aff,Aff 2-1
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2024-04-13,LD,6 R6,Immaculate Heart AW,Harker SSe,Aff,
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2024-04-13,LD,6 R6,Monta Vista KR,Harker SD,Neg,
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2024-04-13,LD,5 R5,Peninsula AB,Harker AA,Aff,
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2024-04-13,LD,5 R5,Peninsula AL,Immaculate Heart SS,Neg,
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,10 Quarte,Harvard-Westlake WL,Honor VD,Aff,Aff 3-0
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,9 Octas,Los Altos AK,Harker KB,Aff,Aff 3-0
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,8 Double,Peninsula SU,Harvard-Westlake WL,Neg,Neg 3-0
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,8 Double,Harker KB,Washington Independent WL,Aff,Aff 3-0
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,7 Triple,Harker VL,Stanford OHS AY,Aff,Aff 3-0
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,7 Triple,Sage Oak Charter AK,Washington Independent WL,Neg,Neg 3-0
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,6 R6,Harker SD,Loyola KK,Aff,
,CHRIS THEIS,Cal Invitational UC Berkeley,HS,2024-02-17,VLD,6 R6,Riverside Independent SH,Harker SSh,Neg,
,CHRIS THEIS,California Round Robin,HS,2024-02-15,LD RR,4 R4,Flower Mound AM,Sage Oak Charter AK,Aff,Aff 2-0
,CHRIS THEIS,California Round Robin,HS,2024-02-15,LD RR,3 R3,Delores Taylor Arthur School for Young Men JB,Harvard-Westlake WL,Aff,
,CHRIS THEIS,California Round Robin,HS,2024-02-15,LD RR,2 R2,Newark Science AL,Delores Taylor Arthur School for Young Men JB,Aff,Aff 2-0
,CHRIS THEIS,California Round Robin,HS,2024-02-15,LD RR,2 R2,Isidore Newman AB,Peninsula AB,Neg,Neg 2-0
,CHRIS THEIS,California Round Robin,HS,2024-02-15,LD RR,1 R1,Sage Oak Charter AK,Isidore Newman AB,Aff,Aff 2-0
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,PF,10 Semis,Canyon Crest Chloe Chen &amp; Melinda Synn,Fairmont Prep Aumrita Savdharia &amp; Stavan Shah,Con,Con 2-1
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,9 Quarte,Peninsula AB,Harker SD,Neg,Neg 2-1
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,8 Octos,Harker AA,Peninsula BS,Aff,Aff 3-0
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,8 Octos,Loyola RV,Harker SD,Neg,Neg 3-0
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,7 Double,Peninsula DN,Loyola RV,Aff,Neg 2-1
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,7 Double,Harker NB,Peninsula KN,Aff,Aff 3-0
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,6 R6,Peninsula AB,Harker SY,Aff,
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,6 R6,Brophy TJ,Peninsula SU,Neg,
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,4 R4,St Francis ZC,Peninsula AL,Neg,
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,2 R2,Francis Parker RH,Harker NB,Neg,
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,2 R2,Harker SS,Peninsula AY,Neg,
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,1 R1,West Des Moines Valley LS,Harker SS,Neg,
,CHRIS THEIS,2024 GOLDEN DESERT DEBATE TOURNAMENT AT UNLV,HS,2024-02-03,VLD,1 R1,Loyola TG,Harker SD,Neg,
,CHRIS THEIS,Barkley Forum for High Schools,HS,2024-01-26,LD,11 MD,American Heritage Broward SS,Lake Highland Prep HL,Neg,Neg 3-0
,CHRIS THEIS,Barkley Forum for High Schools,HS,2024-01-26,LD,8 WAU,Greenhill SK,Horace Greeley SG,Aff,Aff 2-1
,CHRIS THEIS,Barkley Forum for High Schools,HS,2024-01-26,LD,7 Triple,Carnegie Vanguard LH,Harvard-Westlake AM,Aff,Aff 3-0
,CHRIS THEIS,Barkley Forum for High Schools,HS,2024-01-26,LD,5 R5,Carnegie Vanguard LH,Harker VL,Aff,
,CHRIS THEIS,Barkley Forum for High Schools,HS,2024-01-26,LD,5 R5,Brophy TJ,Harker PG,Aff,
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,VLD,9 Octos,Harker AS,Monta Vista KR,Aff,Aff 3-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,VLD,8 Double,Harker AS,Brophy TJ,Aff,Aff 3-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,VLD,8 Double,Harker NB,Monta Vista KR,Neg,Neg 3-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,VLD,7 Triple,Stanford OHS AY,Lynbrook BZ,Neg,Neg 3-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,VLD,6 R6,Los Altos AK,Harker SY,Aff,
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,RR,6 R6,Harker AS,Los Altos AK,Aff,
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,RR,5 R5,Los Altos AK,Harker AS,Neg,Neg 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,RR,4 R4,Westridge TW,Harvard-Westlake WL,Neg,
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,RR,3 R3,Los Altos AK,Immaculate Heart AW,Aff,Aff 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,RR,2 R2,Immaculate Heart SS,Harvard-Westlake WL,Neg,Neg 2-0
,CHRIS THEIS,Harvard Westlake Debates,HS,2024-01-11,RR,1 R1,Harker PG,Harvard-Westlake AW,Aff,
,CHRIS THEIS,Heart of Texas Invitational,HS,2023-10-13,VLD,8 Octas,Harker RA,Lynbrook OM,Neg,Neg 3-0
,CHRIS THEIS,Heart of Texas Invitational,HS,2023-10-13,VLD,7 Double,Peninsula AB,Harker PG,Neg,Neg 3-0
,CHRIS THEIS,Heart of Texas Invitational,HS,2023-10-13,VLD,7 Double,Harvard-Westlake KM,Harker RA,Neg,Neg 3-0
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,10 Semifi,Westridge TW,Harker AS,Neg,Neg 3-0
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,9 Quarte,Westridge TW,San Mateo YR,Aff,Aff 2-1
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,8 Octafi,OCSA Independent IL,Westridge TW,Neg,Neg 3-0
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,8 Octafi,Harker PG,Notre Dame San Jose AG,Neg,Aff 2-1
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,7 Double,Lynbrook BZ,BASIS Independent Silicon Valley SK,Neg,Neg 3-0
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,4 R4,Harker KB,Loyola RV,Aff,
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,4 R4,BASIS Independent Silicon Valley SK,Harker SD,Aff,
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,3 R3,Notre Dame San Jose AG,Dougherty Valley SL,Aff,
,CHRIS THEIS,Nano Nagle Classic Round Robin,HS,2023-10-06,LD,3 R3,Harker LY,Loyola MT,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD RR,8 Finals,Harker AS,Harvard-Westlake WL,Aff,Neg 2-1
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD,8 Octafi,Harker SS,Monta Vista KR,Neg,Neg 2-1
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD,7 Double,Peninsula AB,St Agnes EH,Neg,Aff 2-1
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD RR,7 R7,St Agnes EH,Harker AS,Neg,Neg 2-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD RR,5 R5,Greenhill SL,Heights EP,Aff,Aff 2-0
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD RR,3 R3,Notre Dame San Jose AG,Harker PG,Aff,
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD,3 R3,Kinkaid SZ,Peninsula AB,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD,3 R3,St Agnes CL,Lynbrook BZ,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD,1 R1,Monta Vista KR,Concord Carlisle FZ,Neg,
,CHRIS THEIS,Greenhill Fall Classic,HS,2023-09-13,LD,1 R1,Greenhill MA,Immaculate Heart AW,Neg,
,CHRIS THEIS,Victory Briefs Institute Los Angeles,,2023-08-10,TOCLD,7 QF,Easton Peters,Jason Kuo,Neg,Neg 2-1
,CHRIS THEIS,Tournament of Champions,HS,2023-04-15,LD,9 Quarte,Harker MK,Strath Haven AM,Neg,Aff 2-1
,CHRIS THEIS,Tournament of Champions,HS,2023-04-15,LD,7 Dbls,Southlake Carroll EP,Harker AS,Neg,Neg 3-0
,CHRIS THEIS,Tournament of Champions,HS,2023-04-15,LD,6 R6,Plano East AW,BASIS Peoria PY,Neg,
,CHRIS THEIS,Tournament of Champions,HS,2023-04-15,LD,5 R5,Strath Haven AM,Harker MK,Aff,
,CHRIS THEIS,Tournament of Champions,HS,2023-04-15,LD,3 R3,Harker PG,Unionville AS,Aff,
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2023-03-25,LD,8 Octos,Harvard-Westlake IC,Harker RM,Neg,Neg 3-0
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2023-03-25,LD,8 Octos,Strake Jesuit JW,Harker PG,Neg,Neg 3-0
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2023-03-25,LD,7 Dbls,Greenhill SL,Strake Jesuit KS,Neg,Neg 2-1
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2023-03-25,LD,7 Dbls,Harker RM,Immaculate Heart RR,Aff,Aff 3-0
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2023-03-25,LD,5 R5,Harker KB,Immaculate Heart RR,Aff,
,CHRIS THEIS,National Debate Coaches Association National Championships,HS,2023-03-25,LD,5 R5,Strake Jesuit KS,Harker AS,Neg,
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,9 Octos,Strath Haven AM,Honor VD,Aff,Neg 2-1
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,8 Double,Harvard-Westlake IC,Flower Mound ST,Aff,Aff 3-0
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,8 Double,Immaculate Heart SS,Peninsula DL,Neg,Neg 3-0
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,7 Triple,Notre Dame San Jose AG,Harker DV,Aff,Aff 3-0
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,7 Triple,Westridge KY,Harvard-Westlake IC,Neg,Neg 3-0
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,6 R6,Harker AP,Mission San Jose SS,Neg,
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,6 R6,Westridge TW,Peninsula DL,Neg,
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,5 R5,Immaculate Heart SS,Harker PG,Neg,
,CHRIS THEIS,California Invitational Berkeley Debate,HS,2023-02-18,VLD,5 R5,Harker KB,Strath Haven AM,Aff,
,CHRIS THEIS,California Round Robin,HS,2023-02-16,PF RR,6 Semis,Edina JS,Flintridge Prep CY,Pro,Pro 3-0
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,5 R5,Monta Vista RD,McNeil AG,Aff,
,CHRIS THEIS,California Round Robin,HS,2023-02-16,PF RR,4 R4,Edina JS,College Prep BP,Pro,Pro 2-0
,CHRIS THEIS,California Round Robin,HS,2023-02-16,PF RR,4 R4,Westlake KP,L C Anderson BC,Con,Con 2-0
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,3 R3,Monta Vista KR,Coppell HA,Aff,
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,3 R3,McNeil AG,Lynbrook SY,Neg,
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,2 R2,Coppell HA,Silver Creek KZ,Aff,Aff 2-0
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,2 R2,Notre Dame San Jose AG,Monta Vista KR,Neg,Neg 2-0
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,1 R1,Silver Creek KZ,Notre Dame San Jose AG,Neg,Neg 2-0
,CHRIS THEIS,California Round Robin,HS,2023-02-16,LD RR,1 R1,Lynbrook SY,Monta Vista RD,Aff,Aff 2-0
,CHRIS THEIS,Golden Desert Debate Tournament 2023 at UNLV,HS,2023-02-04,VLD,9 Quarte,Harker SY,Lynbrook SY,Aff,Neg 2-1
,CHRIS THEIS,Golden Desert Debate Tournament 2023 at UNLV,HS,2023-02-04,VLD,8 Octos,Lynbrook SY,Peninsula AB,Aff,Aff 3-0
,CHRIS THEIS,Golden Desert Debate Tournament 2023 at UNLV,HS,2023-02-04,VLD,8 Octos,Harker SY,Peninsula SL,Aff,Aff 3-0
,CHRIS THEIS,Golden Desert Debate Tournament 2023 at UNLV,HS,2023-02-04,VLD,6 R6,Newman Smith SJ,Brophy TJ,Neg,
,CHRIS THEIS,Golden Desert Debate Tournament 2023 at UNLV,HS,2023-02-04,VLD,6 R6,Harker VL,Peninsula KN,Neg,
